county,fips,candidate,state,votes
Covington city,51580,Gary Johnson,VA,73
Covington city,51580,Evan McMullin,VA,25
Covington city,51580,Jill Stein,VA,8
Galax city,51640,Donald Trump,VA,1603
Galax city,51640,Hillary Clinton,VA,681
Galax city,51640,Gary Johnson,VA,45
Galax city,51640,Evan McMullin,VA,28
Galax city,51640,Jill Stein,VA,7
Kittson County,27069,Donald Trump,MN,1349
Kittson County,27069,Hillary Clinton,MN,823
Kittson County,27069,Gary Johnson,MN,121
Kittson County,27069,Evan McMullin,MN,28
Kittson County,27069,Jill Stein,MN,15
Kittson County,27069,Darrell Castle,MN,13
Kittson County,27069,Dan Vacek,MN,9
Kittson County,27069,Alyson Kennedy,MN,4
Kittson County,27069,Rocky De La Fuente,MN,1
Emporia city,51595,Hillary Clinton,VA,1530
Emporia city,51595,Donald Trump,VA,789
Emporia city,51595,Gary Johnson,VA,26
Emporia city,51595,Jill Stein,VA,10
Emporia city,51595,Evan McMullin,VA,8
Brown County,17009,Donald Trump,IL,1796
Brown County,17009,Hillary Clinton,IL,476
Brown County,17009,Gary Johnson,IL,77
Brown County,17009,Jill Stein,IL,10
Wahkiakum County,53069,Donald Trump,WA,1344
Wahkiakum County,53069,Hillary Clinton,WA,832
Wahkiakum County,53069,Gary Johnson,WA,111
Wahkiakum County,53069,Jill Stein,WA,50
Wahkiakum County,53069,Darrell Castle,WA,18
Wahkiakum County,53069,Alyson Kennedy,WA,2
Wahkiakum County,53069,Gloria La Riva,WA,1
Wells County,38103,Donald Trump,ND,1796
Wells County,38103,Hillary Clinton,ND,419
Wells County,38103,Gary Johnson,ND,101
Wells County,38103,Darrell Castle,ND,23
Wells County,38103,Jill Stein,ND,14
Wells County,38103,Rocky De La Fuente,ND,2
San Saba County,48411,Donald Trump,TX,2025
San Saba County,48411,Hillary Clinton,TX,293
San Saba County,48411,Gary Johnson,TX,32
San Saba County,48411,Jill Stein,TX,4
Jefferson County,40067,Donald Trump,OK,1910
Jefferson County,40067,Hillary Clinton,OK,365
Jefferson County,40067,Gary Johnson,OK,75
Holt County,29087,Donald Trump,MO,1926
Holt County,29087,Hillary Clinton,MO,347
Holt County,29087,Gary Johnson,MO,66
Holt County,29087,Jill Stein,MO,6
Holt County,29087,Darrell Castle,MO,4
Garfield County,49017,Donald Trump,UT,1606
Garfield County,49017,Hillary Clinton,UT,358
Garfield County,49017,Evan McMullin,UT,286
Garfield County,49017,Gary Johnson,UT,61
Garfield County,49017,Jill Stein,UT,16
Garfield County,49017,Rocky Giordani,UT,7
Garfield County,49017,Monica Moorehead,UT,4
Garfield County,49017,Darrell Castle,UT,3
Garfield County,49017,Alyson Kennedy,UT,2
Garfield County,49017,Rocky De La Fuente,UT,1
Putnam County,29171,Donald Trump,MO,1936
Putnam County,29171,Hillary Clinton,MO,353
Putnam County,29171,Gary Johnson,MO,36
Putnam County,29171,Jill Stein,MO,13
Putnam County,29171,Darrell Castle,MO,5
Warren County,13301,Hillary Clinton,GA,1314
Warren County,13301,Donald Trump,GA,991
Warren County,13301,Gary Johnson,GA,28
Phillips County,8095,Donald Trump,CO,1791
Phillips County,8095,Hillary Clinton,CO,436
Phillips County,8095,Gary Johnson,CO,60
Phillips County,8095,Darrell Castle,CO,15
Phillips County,8095,Evan McMullin,CO,9
Phillips County,8095,Jill Stein,CO,9
Phillips County,8095,Chris Keniston,CO,4
Phillips County,8095,Kyle Kopitke,CO,2
Phillips County,8095,Michael Maturen,CO,2
Phillips County,8095,Ryan Scott,CO,2
Phillips County,8095,Laurence Kotlikoff,CO,1
Phillips County,8095,Joseph Maldonado,CO,1
Phillips County,8095,Frank Atwood,CO,0
Phillips County,8095,Rocky De La Fuente,CO,0
Phillips County,8095,Jim Hedges,CO,0
Phillips County,8095,Tom Hoefling,CO,0
Phillips County,8095,Alyson Kennedy,CO,0
Phillips County,8095,Gloria La Riva,CO,0
Phillips County,8095,Bradford Lyttle,CO,0
Phillips County,8095,Rod Silva,CO,0
Phillips County,8095,Mike Smith,CO,0
Phillips County,8095,Emidio Soltysik,CO,0
Ransom County,38073,Donald Trump,ND,1210
Ransom County,38073,Hillary Clinton,ND,838
Ransom County,38073,Gary Johnson,ND,247
Ransom County,38073,Jill Stein,ND,22
Ransom County,38073,Darrell Castle,ND,4
Ransom County,38073,Rocky De La Fuente,ND,1
Furnas County,31065,Donald Trump,NE,1921
Furnas County,31065,Hillary Clinton,NE,304
Furnas County,31065,Gary Johnson,NE,85
Furnas County,31065,Jill Stein,NE,11
Wheeler County,48483,Donald Trump,TX,2087
Wheeler County,48483,Hillary Clinton,TX,194
Wheeler County,48483,Gary Johnson,TX,21
Wheeler County,48483,Jill Stein,TX,4
Yoakum County,48501,Donald Trump,TX,1797
Yoakum County,48501,Hillary Clinton,TX,426
Yoakum County,48501,Gary Johnson,TX,73
Yoakum County,48501,Jill Stein,TX,3
Hyde County,37095,Donald Trump,NC,1288
Hyde County,37095,Hillary Clinton,NC,965
Hyde County,37095,Gary Johnson,NC,42
Brule County,46015,Donald Trump,SD,1565
Brule County,46015,Hillary Clinton,SD,571
Brule County,46015,Gary Johnson,SD,125
Brule County,46015,Darrell Castle,SD,27
Delta County,48119,Donald Trump,TX,1836
Delta County,48119,Hillary Clinton,TX,400
Delta County,48119,Gary Johnson,TX,36
Delta County,48119,Jill Stein,TX,7
Calhoun County,5013,Donald Trump,AR,1556
Calhoun County,5013,Hillary Clinton,AR,639
Calhoun County,5013,Gary Johnson,AR,44
Calhoun County,5013,Evan McMullin,AR,14
Calhoun County,5013,Darrell Castle,AR,7
Calhoun County,5013,Jim Hedges,AR,3
Calhoun County,5013,Lynn Kahn,AR,3
Calhoun County,5013,Jill Stein,AR,3
Alfalfa County,40003,Donald Trump,OK,1933
Alfalfa County,40003,Hillary Clinton,OK,216
Alfalfa County,40003,Gary Johnson,OK,109
Dewey County,40043,Donald Trump,OK,1965
Dewey County,40043,Hillary Clinton,OK,222
Dewey County,40043,Gary Johnson,OK,61
Bath County,51017,Donald Trump,VA,1548
Bath County,51017,Hillary Clinton,VA,603
Bath County,51017,Gary Johnson,VA,56
Bath County,51017,Evan McMullin,VA,22
Bath County,51017,Jill Stein,VA,15
Beaver County,40007,Donald Trump,OK,1993
Beaver County,40007,Hillary Clinton,OK,176
Beaver County,40007,Gary Johnson,OK,74
Barber County,20007,Donald Trump,KS,1850
Barber County,20007,Hillary Clinton,KS,286
Barber County,20007,Gary Johnson,KS,78
Barber County,20007,Jill Stein,KS,28
Mills County,48333,Donald Trump,TX,1951
Mills County,48333,Hillary Clinton,TX,243
Mills County,48333,Gary Johnson,TX,41
Mills County,48333,Jill Stein,TX,6
Lake of the Woods County,27077,Donald Trump,MN,1540
Lake of the Woods County,27077,Hillary Clinton,MN,553
Lake of the Woods County,27077,Gary Johnson,MN,67
Lake of the Woods County,27077,Evan McMullin,MN,29
Lake of the Woods County,27077,Jill Stein,MN,16
Lake of the Woods County,27077,Dan Vacek,MN,11
Lake of the Woods County,27077,Darrell Castle,MN,10
Lake of the Woods County,27077,Rocky De La Fuente,MN,2
Lake of the Woods County,27077,Alyson Kennedy,MN,2
Hancock County,47067,Donald Trump,TN,1843
Hancock County,47067,Hillary Clinton,TN,322
Hancock County,47067,Gary Johnson,TN,42
Hancock County,47067,Jill Stein,TN,13
Hancock County,47067,Mike Smith,TN,5
Hancock County,47067,Rocky De La Fuente,TN,4
Hancock County,47067,Alyson Kennedy,TN,1
Norton County,20137,Donald Trump,KS,1840
Norton County,20137,Hillary Clinton,KS,281
Norton County,20137,Gary Johnson,KS,67
Norton County,20137,Jill Stein,KS,41
Dunn County,38025,Donald Trump,ND,1771
Dunn County,38025,Hillary Clinton,ND,358
Dunn County,38025,Gary Johnson,ND,60
Dunn County,38025,Darrell Castle,ND,15
Dunn County,38025,Jill Stein,ND,14
Dunn County,38025,Rocky De La Fuente,ND,1
Presidio County,48377,Hillary Clinton,TX,1458
Presidio County,48377,Donald Trump,TX,652
Presidio County,48377,Gary Johnson,TX,64
Presidio County,48377,Jill Stein,TX,29
Grant County,40053,Donald Trump,OK,1827
Grant County,40053,Hillary Clinton,OK,288
Grant County,40053,Gary Johnson,OK,86
Scott County,20171,Donald Trump,KS,1865
Scott County,20171,Hillary Clinton,KS,236
Scott County,20171,Gary Johnson,KS,69
Scott County,20171,Jill Stein,KS,27
Mitchell County,48335,Donald Trump,TX,1780
Mitchell County,48335,Hillary Clinton,TX,354
Mitchell County,48335,Gary Johnson,TX,50
Mitchell County,48335,Jill Stein,TX,7
Sharkey County,28125,Hillary Clinton,MS,1479
Sharkey County,28125,Donald Trump,MS,692
Sharkey County,28125,Gary Johnson,MS,10
Sharkey County,28125,Darrell Castle,MS,5
Sharkey County,28125,Jim Hedges,MS,2
Sharkey County,28125,Jill Stein,MS,2
Sharkey County,28125,Rocky De La Fuente,MS,0
Swisher County,48437,Donald Trump,TX,1671
Swisher County,48437,Hillary Clinton,TX,462
Swisher County,48437,Gary Johnson,TX,51
Swisher County,48437,Jill Stein,TX,6
Nuckolls County,31129,Donald Trump,NE,1726
Nuckolls County,31129,Hillary Clinton,NE,353
Nuckolls County,31129,Gary Johnson,NE,88
Nuckolls County,31129,Jill Stein,NE,20
Cameron County,42023,Donald Trump,PA,1589
Cameron County,42023,Hillary Clinton,PA,531
Cameron County,42023,Gary Johnson,PA,53
Cameron County,42023,Darrell Castle,PA,7
Cameron County,42023,Jill Stein,PA,6
Morrill County,31123,Donald Trump,NE,1802
Morrill County,31123,Hillary Clinton,NE,284
Morrill County,31123,Gary Johnson,NE,84
Morrill County,31123,Jill Stein,NE,14
Valley County,31175,Donald Trump,NE,1780
Valley County,31175,Hillary Clinton,NE,339
Valley County,31175,Gary Johnson,NE,53
Valley County,31175,Jill Stein,NE,12
Adams County,16003,Donald Trump,ID,1556
Adams County,16003,Hillary Clinton,ID,415
Adams County,16003,Gary Johnson,ID,83
Adams County,16003,Evan McMullin,ID,80
Adams County,16003,Jill Stein,ID,19
Adams County,16003,Darrell Castle,ID,12
Adams County,16003,Scott Copeland,ID,11
Adams County,16003,Rocky De La Fuente,ID,7
Columbia County,53013,Donald Trump,WA,1497
Columbia County,53013,Hillary Clinton,WA,526
Columbia County,53013,Gary Johnson,WA,109
Columbia County,53013,Jill Stein,WA,26
Columbia County,53013,Darrell Castle,WA,15
Columbia County,53013,Alyson Kennedy,WA,7
Columbia County,53013,Gloria La Riva,WA,2
Phillips County,30071,Donald Trump,MT,1723
Phillips County,30071,Hillary Clinton,MT,318
Phillips County,30071,Gary Johnson,MT,99
Phillips County,30071,Jill Stein,MT,19
Phillips County,30071,Rocky De La Fuente,MT,2
Hickman County,21105,Donald Trump,KY,1657
Hickman County,21105,Hillary Clinton,KY,449
Hickman County,21105,Gary Johnson,KY,26
Hickman County,21105,Evan McMullin,KY,19
Hickman County,21105,Jill Stein,KY,6
Hickman County,21105,Rocky De La Fuente,KY,0
Baca County,8009,Donald Trump,CO,1753
Baca County,8009,Hillary Clinton,CO,283
Baca County,8009,Gary Johnson,CO,51
Baca County,8009,Darrell Castle,CO,20
Baca County,8009,Jill Stein,CO,18
Baca County,8009,Evan McMullin,CO,15
Baca County,8009,Chris Keniston,CO,3
Baca County,8009,Mike Smith,CO,3
Baca County,8009,Emidio Soltysik,CO,2
Baca County,8009,Rocky De La Fuente,CO,1
Baca County,8009,Alyson Kennedy,CO,1
Baca County,8009,Joseph Maldonado,CO,1
Baca County,8009,Ryan Scott,CO,1
Baca County,8009,Rod Silva,CO,1
Baca County,8009,Frank Atwood,CO,0
Baca County,8009,Jim Hedges,CO,0
Baca County,8009,Tom Hoefling,CO,0
Baca County,8009,Kyle Kopitke,CO,0
Baca County,8009,Laurence Kotlikoff,CO,0
Baca County,8009,Gloria La Riva,CO,0
Baca County,8009,Bradford Lyttle,CO,0
Baca County,8009,Michael Maturen,CO,0
Hardin County,17069,Donald Trump,IL,1653
Hardin County,17069,Hillary Clinton,IL,420
Hardin County,17069,Gary Johnson,IL,46
Hardin County,17069,Jill Stein,IL,18
Pope County,17151,Donald Trump,IL,1678
Pope County,17151,Hillary Clinton,IL,375
Pope County,17151,Gary Johnson,IL,62
Pope County,17151,Jill Stein,IL,18
Lincoln County,32017,Donald Trump,NV,1671
Lincoln County,32017,Hillary Clinton,NV,285
Lincoln County,32017, None of these candidates,NV,84
Lincoln County,32017,Gary Johnson,NV,62
Lincoln County,32017,Darrell Castle,NV,25
Lincoln County,32017,Rocky De La Fuente,NV,5
LaMoure County,38045,Donald Trump,ND,1481
LaMoure County,38045,Hillary Clinton,ND,502
LaMoure County,38045,Gary Johnson,ND,109
LaMoure County,38045,Darrell Castle,ND,16
LaMoure County,38045,Jill Stein,ND,13
LaMoure County,38045,Rocky De La Fuente,ND,4
Todd County,46121,Hillary Clinton,SD,1505
Todd County,46121,Donald Trump,SD,487
Todd County,46121,Gary Johnson,SD,96
Todd County,46121,Darrell Castle,SD,37
Jim Hogg County,48247,Hillary Clinton,TX,1635
Jim Hogg County,48247,Donald Trump,TX,430
Jim Hogg County,48247,Gary Johnson,TX,42
Jim Hogg County,48247,Jill Stein,TX,12
Wheeler County,13309,Donald Trump,GA,1421
Wheeler County,13309,Hillary Clinton,GA,646
Wheeler County,13309,Gary Johnson,GA,35
Sweet Grass County,30097,Donald Trump,MT,1595
Sweet Grass County,30097,Hillary Clinton,MT,402
Sweet Grass County,30097,Gary Johnson,MT,77
Sweet Grass County,30097,Jill Stein,MT,23
Sweet Grass County,30097,Rocky De La Fuente,MT,3
Gregory County,46053,Donald Trump,SD,1600
Gregory County,46053,Hillary Clinton,SD,391
Gregory County,46053,Gary Johnson,SD,78
Gregory County,46053,Darrell Castle,SD,22
Adams County,19003,Donald Trump,IA,1395
Adams County,19003,Hillary Clinton,IA,565
Adams County,19003,Gary Johnson,IA,93
Adams County,19003,Darrell Castle,IA,13
Adams County,19003,Jill Stein,IA,9
Adams County,19003,Evan McMullin,IA,6
Adams County,19003,Rocky De La Fuente,IA,1
Adams County,19003,Lynn Kahn,IA,1
Adams County,19003,Dan Vacek,IA,1
Adams County,19003,Gloria La Riva,IA,0
Childress County,48075,Donald Trump,TX,1802
Childress County,48075,Hillary Clinton,TX,253
Childress County,48075,Gary Johnson,TX,24
Childress County,48075,Jill Stein,TX,5
Deuel County,46039,Donald Trump,SD,1366
Deuel County,46039,Hillary Clinton,SD,570
Deuel County,46039,Gary Johnson,SD,117
Deuel County,46039,Darrell Castle,SD,27
Mahnomen County,27087,Donald Trump,MN,991
Mahnomen County,27087,Hillary Clinton,MN,930
Mahnomen County,27087,Gary Johnson,MN,54
Mahnomen County,27087,Jill Stein,MN,34
Mahnomen County,27087,Evan McMullin,MN,30
Mahnomen County,27087,Darrell Castle,MN,16
Mahnomen County,27087,Dan Vacek,MN,16
Mahnomen County,27087,Alyson Kennedy,MN,3
Mahnomen County,27087,Rocky De La Fuente,MN,0
Oneida County,16071,Donald Trump,ID,1531
Oneida County,16071,Evan McMullin,ID,271
Oneida County,16071,Hillary Clinton,ID,184
Oneida County,16071,Gary Johnson,ID,37
Oneida County,16071,Darrell Castle,ID,23
Oneida County,16071,Scott Copeland,ID,18
Oneida County,16071,Jill Stein,ID,3
Oneida County,16071,Rocky De La Fuente,ID,1
Thurston County,31173,Donald Trump,NE,1043
Thurston County,31173,Hillary Clinton,NE,919
Thurston County,31173,Gary Johnson,NE,56
Thurston County,31173,Jill Stein,NE,49
Gray County,20069,Donald Trump,KS,1698
Gray County,20069,Hillary Clinton,KS,263
Gray County,20069,Gary Johnson,KS,75
Gray County,20069,Jill Stein,KS,30
Johnson County,31097,Donald Trump,NE,1355
Johnson County,31097,Hillary Clinton,NE,563
Johnson County,31097,Gary Johnson,NE,122
Johnson County,31097,Jill Stein,NE,22
Stewart County,13259,Hillary Clinton,GA,1222
Stewart County,13259,Donald Trump,GA,805
Stewart County,13259,Gary Johnson,GA,28
La Salle County,48283,Hillary Clinton,TX,1129
La Salle County,48283,Donald Trump,TX,872
La Salle County,48283,Gary Johnson,TX,44
La Salle County,48283,Jill Stein,TX,10
Mason County,48319,Donald Trump,TX,1656
Mason County,48319,Hillary Clinton,TX,354
Mason County,48319,Gary Johnson,TX,37
Mason County,48319,Jill Stein,TX,7
Catron County,35003,Donald Trump,NM,1464
Catron County,35003,Hillary Clinton,NM,427
Catron County,35003,Gary Johnson,NM,111
Catron County,35003,Jill Stein,NM,23
Catron County,35003,Darrell Castle,NM,12
Catron County,35003,Evan McMullin,NM,11
Catron County,35003,Rocky De La Fuente,NM,1
Catron County,35003,Gloria La Riva,NM,0
Smith County,20183,Donald Trump,KS,1661
Smith County,20183,Hillary Clinton,KS,297
Smith County,20183,Gary Johnson,KS,55
Smith County,20183,Jill Stein,KS,29
Toole County,30101,Donald Trump,MT,1497
Toole County,30101,Hillary Clinton,MT,402
Toole County,30101,Gary Johnson,MT,96
Toole County,30101,Jill Stein,MT,29
Toole County,30101,Rocky De La Fuente,MT,6
Calhoun County,13037,Hillary Clinton,GA,1179
Calhoun County,13037,Donald Trump,GA,830
Calhoun County,13037,Gary Johnson,GA,16
Pierce County,38069,Donald Trump,ND,1437
Pierce County,38069,Hillary Clinton,ND,431
Pierce County,38069,Gary Johnson,ND,132
Pierce County,38069,Darrell Castle,ND,14
Pierce County,38069,Jill Stein,ND,9
Pierce County,38069,Rocky De La Fuente,ND,1
Hanson County,46061,Donald Trump,SD,1497
Hanson County,46061,Hillary Clinton,SD,424
Hanson County,46061,Gary Johnson,SD,59
Hanson County,46061,Darrell Castle,SD,26
Mineral County,30061,Donald Trump,MT,1330
Mineral County,30061,Hillary Clinton,MT,519
Mineral County,30061,Gary Johnson,MT,108
Mineral County,30061,Jill Stein,MT,35
Mineral County,30061,Rocky De La Fuente,MT,11
Mineral County,32021,Donald Trump,NV,1179
Mineral County,32021,Hillary Clinton,NV,637
Mineral County,32021,Gary Johnson,NV,88
Mineral County,32021, None of these candidates,NV,59
Mineral County,32021,Darrell Castle,NV,19
Mineral County,32021,Rocky De La Fuente,NV,15
Castro County,48069,Donald Trump,TX,1414
Castro County,48069,Hillary Clinton,TX,526
Castro County,48069,Gary Johnson,TX,47
Castro County,48069,Jill Stein,TX,10
Lynn County,48305,Donald Trump,TX,1546
Lynn County,48305,Hillary Clinton,TX,403
Lynn County,48305,Gary Johnson,TX,41
Lynn County,48305,Jill Stein,TX,7
Pershing County,32027,Donald Trump,NV,1403
Pershing County,32027,Hillary Clinton,NV,430
Pershing County,32027,Gary Johnson,NV,58
Pershing County,32027, None of these candidates,NV,56
Pershing County,32027,Darrell Castle,NV,29
Pershing County,32027,Rocky De La Fuente,NV,6
Sargent County,38081,Donald Trump,ND,1088
Sargent County,38081,Hillary Clinton,ND,694
Sargent County,38081,Gary Johnson,ND,167
Sargent County,38081,Jill Stein,ND,18
Sargent County,38081,Rocky De La Fuente,ND,7
Sargent County,38081,Darrell Castle,ND,6
Cavalier County,38019,Donald Trump,ND,1357
Cavalier County,38019,Hillary Clinton,ND,476
Cavalier County,38019,Gary Johnson,ND,110
Cavalier County,38019,Jill Stein,ND,19
Cavalier County,38019,Darrell Castle,ND,7
Cavalier County,38019,Rocky De La Fuente,ND,2
Lake County,47095,Donald Trump,TN,1357
Lake County,47095,Hillary Clinton,TN,577
Lake County,47095,Gary Johnson,TN,18
Lake County,47095,Mike Smith,TN,6
Lake County,47095,Jill Stein,TN,6
Lake County,47095,Rocky De La Fuente,TN,5
Lake County,47095,Alyson Kennedy,TN,1
Scotland County,29199,Donald Trump,MO,1525
Scotland County,29199,Hillary Clinton,MO,365
Scotland County,29199,Gary Johnson,MO,50
Scotland County,29199,Jill Stein,MO,18
Scotland County,29199,Darrell Castle,MO,10
Emmons County,38029,Donald Trump,ND,1677
Emmons County,38029,Hillary Clinton,ND,215
Emmons County,38029,Gary Johnson,ND,52
Emmons County,38029,Jill Stein,ND,10
Emmons County,38029,Darrell Castle,ND,9
Emmons County,38029,Rocky De La Fuente,ND,1
Floyd County,48153,Donald Trump,TX,1474
Floyd County,48153,Hillary Clinton,TX,435
Floyd County,48153,Gary Johnson,TX,47
Floyd County,48153,Jill Stein,TX,3
Hartley County,48205,Donald Trump,TX,1730
Hartley County,48205,Hillary Clinton,TX,173
Hartley County,48205,Gary Johnson,TX,43
Hartley County,48205,Jill Stein,TX,3
Marshall County,46091,Donald Trump,SD,1056
Marshall County,46091,Hillary Clinton,SD,754
Marshall County,46091,Gary Johnson,SD,117
Marshall County,46091,Darrell Castle,SD,20
Hansford County,48195,Donald Trump,TX,1730
Hansford County,48195,Hillary Clinton,TX,171
Hansford County,48195,Gary Johnson,TX,37
Hansford County,48195,Jill Stein,TX,9
Kimble County,48267,Donald Trump,TX,1697
Kimble County,48267,Hillary Clinton,TX,206
Kimble County,48267,Gary Johnson,TX,37
Kimble County,48267,Jill Stein,TX,5
Benson County,38005,Donald Trump,ND,929
Benson County,38005,Hillary Clinton,ND,842
Benson County,38005,Gary Johnson,ND,112
Benson County,38005,Jill Stein,ND,41
Benson County,38005,Darrell Castle,ND,17
Benson County,38005,Rocky De La Fuente,ND,1
Schuyler County,29197,Donald Trump,MO,1505
Schuyler County,29197,Hillary Clinton,MO,354
Schuyler County,29197,Gary Johnson,MO,64
Schuyler County,29197,Jill Stein,MO,7
Schuyler County,29197,Darrell Castle,MO,2
Bent County,8011,Donald Trump,CO,1188
Bent County,8011,Hillary Clinton,CO,590
Bent County,8011,Gary Johnson,CO,83
Bent County,8011,Jill Stein,CO,20
Bent County,8011,Chris Keniston,CO,13
Bent County,8011,Darrell Castle,CO,12
Bent County,8011,Evan McMullin,CO,5
Bent County,8011,Mike Smith,CO,4
Bent County,8011,Ryan Scott,CO,3
Bent County,8011,Frank Atwood,CO,2
Bent County,8011,Rocky De La Fuente,CO,2
Bent County,8011,Emidio Soltysik,CO,2
Bent County,8011,Jim Hedges,CO,1
Bent County,8011,Laurence Kotlikoff,CO,1
Bent County,8011,Joseph Maldonado,CO,1
Bent County,8011,Tom Hoefling,CO,0
Bent County,8011,Alyson Kennedy,CO,0
Bent County,8011,Kyle Kopitke,CO,0
Bent County,8011,Gloria La Riva,CO,0
Bent County,8011,Bradford Lyttle,CO,0
Bent County,8011,Michael Maturen,CO,0
Bent County,8011,Rod Silva,CO,0
Edmunds County,46045,Donald Trump,SD,1433
Edmunds County,46045,Hillary Clinton,SD,380
Edmunds County,46045,Gary Johnson,SD,86
Edmunds County,46045,Darrell Castle,SD,19
Schley County,13249,Donald Trump,GA,1472
Schley County,13249,Hillary Clinton,GA,401
Schley County,13249,Gary Johnson,GA,36
Greer County,40055,Donald Trump,OK,1482
Greer County,40055,Hillary Clinton,OK,323
Greer County,40055,Gary Johnson,OK,91
Stevens County,20189,Donald Trump,KS,1599
Stevens County,20189,Hillary Clinton,KS,220
Stevens County,20189,Gary Johnson,KS,49
Stevens County,20189,Jill Stein,KS,23
Stafford County,20185,Donald Trump,KS,1490
Stafford County,20185,Hillary Clinton,KS,304
Stafford County,20185,Gary Johnson,KS,62
Stafford County,20185,Jill Stein,KS,34
Chase County,31029,Donald Trump,NE,1648
Chase County,31029,Hillary Clinton,NE,171
Chase County,31029,Gary Johnson,NE,54
Chase County,31029,Jill Stein,NE,6
Winkler County,48495,Donald Trump,TX,1403
Winkler County,48495,Hillary Clinton,TX,420
Winkler County,48495,Gary Johnson,TX,49
Winkler County,48495,Jill Stein,TX,1
Hidalgo County,35023,Donald Trump,NM,910
Hidalgo County,35023,Hillary Clinton,NM,784
Hidalgo County,35023,Gary Johnson,NM,137
Hidalgo County,35023,Evan McMullin,NM,27
Hidalgo County,35023,Jill Stein,NM,6
Hidalgo County,35023,Rocky De La Fuente,NM,3
Hidalgo County,35023,Gloria La Riva,NM,3
Hidalgo County,35023,Darrell Castle,NM,2
Red Lake County,27125,Donald Trump,MN,1141
Red Lake County,27125,Hillary Clinton,MN,540
Red Lake County,27125,Gary Johnson,MN,100
Red Lake County,27125,Evan McMullin,MN,45
Red Lake County,27125,Jill Stein,MN,23
Red Lake County,27125,Darrell Castle,MN,10
Red Lake County,27125,Dan Vacek,MN,10
Red Lake County,27125,Rocky De La Fuente,MN,2
Red Lake County,27125,Alyson Kennedy,MN,0
Knox County,29103,Donald Trump,MO,1416
Knox County,29103,Hillary Clinton,MO,379
Knox County,29103,Gary Johnson,MO,53
Knox County,29103,Jill Stein,MO,12
Knox County,29103,Darrell Castle,MO,10
Costilla County,8023,Hillary Clinton,CO,1125
Costilla County,8023,Donald Trump,CO,588
Costilla County,8023,Gary Johnson,CO,83
Costilla County,8023,Jill Stein,CO,19
Costilla County,8023,Darrell Castle,CO,9
Costilla County,8023,Chris Keniston,CO,6
Costilla County,8023,Evan McMullin,CO,6
Costilla County,8023,Joseph Maldonado,CO,4
Costilla County,8023,Rocky De La Fuente,CO,3
Costilla County,8023,Bradford Lyttle,CO,3
Costilla County,8023,Kyle Kopitke,CO,1
Costilla County,8023,Emidio Soltysik,CO,1
Costilla County,8023,Frank Atwood,CO,0
Costilla County,8023,Jim Hedges,CO,0
Costilla County,8023,Tom Hoefling,CO,0
Costilla County,8023,Alyson Kennedy,CO,0
Costilla County,8023,Laurence Kotlikoff,CO,0
Costilla County,8023,Gloria La Riva,CO,0
Costilla County,8023,Michael Maturen,CO,0
Costilla County,8023,Ryan Scott,CO,0
Costilla County,8023,Rod Silva,CO,0
Costilla County,8023,Mike Smith,CO,0
Sheridan County,30091,Donald Trump,MT,1241
Sheridan County,30091,Hillary Clinton,MT,477
Sheridan County,30091,Gary Johnson,MT,92
Sheridan County,30091,Jill Stein,MT,20
Sheridan County,30091,Rocky De La Fuente,MT,2
Guadalupe County,35019,Hillary Clinton,NM,970
Guadalupe County,35019,Donald Trump,NM,595
Guadalupe County,35019,Gary Johnson,NM,238
Guadalupe County,35019,Jill Stein,NM,18
Guadalupe County,35019,Evan McMullin,NM,5
Guadalupe County,35019,Darrell Castle,NM,1
Guadalupe County,35019,Rocky De La Fuente,NM,0
Guadalupe County,35019,Gloria La Riva,NM,0
Ellis County,40045,Donald Trump,OK,1611
Ellis County,40045,Hillary Clinton,OK,155
Ellis County,40045,Gary Johnson,OK,61
Harlan County,31083,Donald Trump,NE,1496
Harlan County,31083,Hillary Clinton,NE,254
Harlan County,31083,Gary Johnson,NE,62
Harlan County,31083,Jill Stein,NE,7
Hand County,46059,Donald Trump,SD,1391
Hand County,46059,Hillary Clinton,SD,334
Hand County,46059,Gary Johnson,SD,76
Hand County,46059,Darrell Castle,SD,17
Sierra County,6091,Donald Trump,CA,1048
Sierra County,6091,Hillary Clinton,CA,601
Sierra County,6091,Gary Johnson,CA,98
Sierra County,6091,Jill Stein,CA,42
Sierra County,6091,Gloria La Riva,CA,15
Traverse County,27155,Donald Trump,MN,1049
Traverse County,27155,Hillary Clinton,MN,630
Traverse County,27155,Gary Johnson,MN,40
Traverse County,27155,Evan McMullin,MN,31
Traverse County,27155,Jill Stein,MN,16
Traverse County,27155,Darrell Castle,MN,13
Traverse County,27155,Dan Vacek,MN,8
Traverse County,27155,Alyson Kennedy,MN,1
Traverse County,27155,Rocky De La Fuente,MN,0
Bailey County,48017,Donald Trump,TX,1344
Bailey County,48017,Hillary Clinton,TX,397
Bailey County,48017,Gary Johnson,TX,39
Bailey County,48017,Jill Stein,TX,5
Osborne County,20141,Donald Trump,KS,1460
Osborne County,20141,Hillary Clinton,KS,233
Osborne County,20141,Gary Johnson,KS,46
Osborne County,20141,Jill Stein,KS,41
Granite County,30039,Donald Trump,MT,1192
Granite County,30039,Hillary Clinton,MT,472
Granite County,30039,Gary Johnson,MT,83
Granite County,30039,Jill Stein,MT,25
Granite County,30039,Rocky De La Fuente,MT,3
